"// "
"// Example data file for Orient 3 (Vollmer, 2015)"
// Latitude and longitude formated as spherical projection data
"// "
"// Earthquake epicenters 1980-1990, M greater than 4.5 "
"// "
"// From 5-Minute Gridded Global Relief Data Collection (ETOPO5) "
"// Released on ""GLOBAL RELIEF CD-ROM"" (Original Version 1993, updated June 2005 for "
// online users)(2005).
"// "
// File: WORLDEQ.5
"// "
"// World Data Service for Geophysics, Boulder NGDC Data Announcement 93-MGG-01"
"// "
// http://www.ngdc.noaa.gov/mgg/fliers/93mgg01.html
"// "
// -------------------------------------------------------------------------------------
Longitude Sphere,Latitude Sphere,Type
-69.4,-31.8,EQ
-66.8,-24.0,EQ
72.3,-6.8,EQ
-173.6,-20.7,EQ
131.8,32.5,EQ
66.5,-20.1,EQ
167.3,-14.5,EQ
171.1,53.9,EQ
8.7,73.8,EQ
72.4,-6.9,EQ
160.6,53.8,EQ
71.5,-6.8,EQ
140.0,33.9,EQ
69.0,36.0,EQ
62.5,4.4,EQ
167.0,-15.8,EQ
-178.4,-19.2,EQ
-102.6,18.5,EQ
-179.5,-22.5,EQ
-174.4,-15.0,EQ
149.0,3.8,EQ
150.9,46.2,EQ
-69.0,18.2,EQ
125.9,-49.5,EQ
-173.5,-16.7,EQ
-77.2,9.0,EQ
139.0,-2.2,EQ
128.6,-7.4,EQ
-173.4,-15.5,EQ
125.5,26.1,EQ
-78.1,-44.4,EQ
-91.7,14.3,EQ
-91.9,14.1,EQ
32.3,-4.1,EQ
137.2,8.1,EQ
168.0,-18.4,EQ
-77.2,-13.8,EQ
151.9,-5.1,EQ
127.3,-7.6,EQ
152.4,-5.1,EQ
71.4,-6.6,EQ
-93.0,14.3,EQ
71.2,-6.4,EQ
128.3,2.9,EQ
135.6,-1.8,EQ
-70.1,-33.1,EQ
-175.5,-21.4,EQ
126.1,10.0,EQ
87.3,42.9,EQ
-87.0,12.0,EQ
145.4,-3.2,EQ
-68.4,-21.6,EQ
146.3,43.1,EQ
-77.1,7.2,EQ
-75.0,-10.2,EQ
126.0,9.7,EQ
72.9,39.3,EQ
73.1,39.4,EQ
-116.1,37.1,EQ
95.6,12.7,EQ
95.7,13.1,EQ
95.4,12.6,EQ
95.5,12.7,EQ
95.5,12.7,EQ
-179.0,-21.0,EQ
129.2,-7.0,EQ
95.6,12.8,EQ
-177.5,-30.2,EQ
-177.6,-30.2,EQ
138.4,-4.2,EQ
119.7,-9.0,EQ
102.5,-4.7,EQ
-178.9,-32.7,EQ
-67.5,19.0,EQ
-74.5,-15.4,EQ
-63.7,-22.3,EQ
-172.9,-18.0,EQ
-14.2,-16.4,EQ
-124.9,40.4,EQ
72.3,-6.8,EQ
151.2,45.6,EQ
178.0,-16.5,EQ
145.0,-2.4,EQ
145.1,-2.5,EQ
145.1,-2.5,EQ
58.1,-34.3,EQ
-17.9,-0.1,EQ
-63.2,-28.2,EQ
-63.0,-28.0,EQ
-74.5,-38.2,EQ
-79.9,0.4,EQ
151.9,-5.5,EQ
152.0,-5.4,EQ
151.9,-5.4,EQ
-13.5,11.9,EQ
69.1,36.0,EQ
128.5,26.1,EQ
-63.0,-28.3,EQ
128.3,25.9,EQ
130.7,-3.3,EQ
146.8,17.5,EQ
153.8,-5.0,EQ
171.6,-22.3,EQ
-69.4,-19.2,EQ
-175.9,-20.9,EQ
131.6,-5.2,EQ
71.4,-6.6,EQ
-73.4,-37.8,EQ
-71.5,-27.5,EQ
129.3,-6.9,EQ
151.4,45.4,EQ
-178.5,-18.0,EQ
-178.3,-20.1,EQ
152.3,-5.9,EQ
91.1,37.9,EQ
19.1,42.0,EQ
-73.4,-5.1,EQ
95.7,12.8,EQ
169.4,-22.1,EQ
78.2,49.8,EQ
128.5,-7.4,EQ
147.2,-6.6,EQ
147.3,43.1,EQ
-27.8,-55.9,EQ
-177.2,-29.5,EQ
120.9,1.4,EQ
-161.0,56.2,EQ
149.1,44.1,EQ
44.9,-18.2,EQ
71.2,-6.6,EQ
150.6,46.4,EQ
152.4,-5.4,EQ
104.1,-6.2,EQ
158.1,53.4,EQ
-164.1,54.2,EQ
-177.8,52.1,EQ
166.8,-13.1,EQ
20.7,40.8,EQ
-173.9,-21.0,EQ
145.4,-3.1,EQ
152.8,47.0,EQ
71.3,-6.7,EQ
138.3,-30.8,EQ
140.7,35.6,EQ
140.6,35.7,EQ
94.3,7.1,EQ
70.7,36.4,EQ
-70.1,-26.1,EQ
152.1,-5.6,EQ
153.4,46.3,EQ
-176.1,-16.2,EQ
77.6,-37.4,EQ
141.6,-2.6,EQ
142.1,41.8,EQ
126.1,1.0,EQ
136.9,33.7,EQ
128.6,2.3,EQ
126.3,9.9,EQ
125.0,11.1,EQ
-66.2,-22.8,EQ
70.7,36.5,EQ
-153.0,56.4,EQ
129.0,-8.1,EQ
-142.7,-56.7,EQ
70.6,36.4,EQ
174.0,-40.5,EQ
128.1,1.4,EQ
145.8,-3.0,EQ
102.5,-4.2,EQ
-69.3,-17.2,EQ
-174.4,-15.7,EQ
-178.0,-30.9,EQ
151.4,45.5,EQ
-24.1,-55.0,EQ
151.6,45.3,EQ
102.4,-5.1,EQ
126.1,8.8,EQ
-179.2,51.3,EQ
102.2,38.0,EQ
126.7,3.4,EQ
-73.0,6.8,EQ
-68.5,-23.7,EQ
154.1,-6.9,EQ
143.3,12.7,EQ
143.1,-3.2,EQ
129.5,-7.5,EQ
125.8,25.9,EQ
71.5,-6.8,EQ
-177.9,-18.2,EQ
139.1,-2.3,EQ
143.2,-3.2,EQ
128.3,-7.5,EQ
118.8,-2.8,EQ
126.9,6.6,EQ
-36.1,-61.0,EQ
167.2,-14.2,EQ
-178.5,-17.6,EQ
-178.7,-21.0,EQ
-102.8,-2.8,EQ
121.0,20.5,EQ
27.9,-6.2,EQ
160.8,54.0,EQ
155.8,49.6,EQ
154.5,-6.7,EQ
-89.8,-41.1,EQ
145.7,-3.1,EQ
143.4,23.3,EQ
-78.5,-3.9,EQ
153.9,48.4,EQ
-26.5,-56.3,EQ
24.5,35.2,EQ
-152.4,56.6,EQ
-43.5,28.8,EQ
94.6,19.7,EQ
-152.3,56.5,EQ
137.9,8.5,EQ
117.0,-11.4,EQ
115.9,-6.6,EQ
-112.3,-30.0,EQ
-111.0,-29.9,EQ
138.4,-2.7,EQ
117.4,-7.7,EQ
126.4,1.7,EQ
-71.4,-8.9,EQ
141.2,36.4,EQ
141.3,36.4,EQ
-81.4,-3.9,EQ
-179.7,-22.2,EQ
-29.7,-55.9,EQ
65.7,27.9,EQ
73.0,34.7,EQ
122.4,24.1,EQ
122.5,24.1,EQ
-178.3,-23.6,EQ
146.5,6.0,EQ
146.6,6.0,EQ
-17.9,-59.3,EQ
96.5,50.6,EQ
-178.6,-17.8,EQ
130.7,-6.0,EQ
96.4,28.6,EQ
127.5,-4.2,EQ
128.5,-7.4,EQ
145.3,13.0,EQ
35.0,-14.2,EQ
-174.2,-21.4,EQ
72.3,-6.6,EQ
154.5,-5.8,EQ
131.6,-5.3,EQ
-121.9,36.4,EQ
-121.9,36.4,EQ
130.4,29.3,EQ
141.1,29.4,EQ
27.2,35.2,EQ
130.6,29.2,EQ
-169.6,53.3,EQ
123.9,12.4,EQ
-26.6,-56.6,EQ
-39.4,8.6,EQ
-39.4,8.6,EQ
-40.1,8.7,EQ
143.1,42.3,EQ
-76.5,3.4,EQ
-176.2,-23.2,EQ
-25.1,-57.9,EQ
112.9,-9.4,EQ
-76.9,-12.2,EQ
121.9,2.9,EQ
147.7,-56.7,EQ
71.0,36.4,EQ
147.6,42.7,EQ
69.1,36.1,EQ
26.7,-26.9,EQ
-74.5,6.7,EQ
51.9,14.2,EQ
-83.8,9.2,EQ
-178.6,-31.4,EQ
-1.6,71.9,EQ
151.6,-3.8,EQ
109.0,-6.7,EQ
129.5,-7.0,EQ
179.1,-23.2,EQ
146.6,49.1,EQ
70.5,34.6,EQ
115.1,-9.9,EQ
126.5,7.6,EQ
71.3,42.7,EQ
70.3,34.5,EQ
147.4,17.5,EQ
-71.3,-29.5,EQ
-177.4,-19.3,EQ
166.3,-11.5,EQ
147.6,-5.8,EQ
127.6,-7.6,EQ
-177.8,-30.0,EQ
28.7,37.2,EQ
161.7,55.6,EQ
99.8,29.8,EQ
-176.5,-21.8,EQ
161.4,55.8,EQ
150.2,45.5,EQ
156.3,49.1,EQ
-178.8,-25.8,EQ
160.5,-10.0,EQ
160.7,-10.2,EQ
112.8,-9.8,EQ
160.3,-9.8,EQ
150.7,-3.9,EQ
160.2,-10.2,EQ
160.6,-10.0,EQ
-76.5,-7.3,EQ
152.3,-5.3,EQ
-76.0,-12.8,EQ
-76.2,-14.2,EQ
-175.1,-19.5,EQ
-112.1,28.3,EQ
135.7,34.0,EQ
22.1,38.4,EQ
-60.0,12.1,EQ
-173.0,-16.5,EQ
109.6,-5.5,EQ
130.4,29.3,EQ
139.4,-2.4,EQ
75.8,38.2,EQ
-107.6,-34.9,EQ
125.4,5.7,EQ
122.4,25.5,EQ
140.0,34.3,EQ
139.1,35.5,EQ
-176.1,-24.6,EQ
-157.1,30.7,EQ
62.7,4.3,EQ
-174.7,-23.0,EQ
67.6,39.9,EQ
152.6,46.1,EQ
-116.2,37.2,EQ
169.7,-20.8,EQ
71.1,40.8,EQ
71.0,40.8,EQ
-117.8,39.9,EQ
137.1,34.0,EQ
70.8,36.4,EQ
100.8,37.7,EQ
-177.7,-30.2,EQ
130.1,-6.6,EQ
-109.1,20.6,EQ
170.9,-22.4,EQ
71.0,40.7,EQ
71.0,40.8,EQ
-92.8,14.5,EQ
78.3,-40.0,EQ
52.1,14.3,EQ
-178.5,-18.0,EQ
78.8,49.9,EQ
80.5,29.9,EQ
150.7,-6.1,EQ
150.5,-6.1,EQ
130.6,29.2,EQ
140.1,36.1,EQ
128.9,-3.6,EQ
54.0,39.4,EQ
-72.5,-36.1,EQ
126.4,2.4,EQ
67.7,40.0,EQ
126.4,9.3,EQ
-176.8,-29.7,EQ
70.4,36.4,EQ
154.6,-6.5,EQ
170.0,-21.3,EQ
-107.0,18.6,EQ
-176.0,-30.6,EQ
103.5,-7.1,EQ
31.8,-47.9,EQ
-174.8,-16.7,EQ
152.5,46.9,EQ
-177.3,-23.2,EQ
-70.5,-17.3,EQ
147.0,-7.6,EQ
143.8,40.6,EQ
160.4,-10.3,EQ
168.0,-16.1,EQ
152.6,47.6,EQ
121.3,19.2,EQ
167.4,-15.3,EQ
156.6,-8.9,EQ
156.2,-8.9,EQ
104.9,-6.0,EQ
-179.8,-23.4,EQ
-125.3,40.2,EQ
137.4,-1.6,EQ
176.4,-18.6,EQ
-172.4,-15.2,EQ
128.3,2.8,EQ
100.0,-0.9,EQ
-80.0,5.4,EQ
-179.0,-25.6,EQ
-116.0,37.1,EQ
-177.6,-20.4,EQ
-106.0,-4.5,EQ
53.8,27.3,EQ
-176.4,-21.1,EQ
69.5,-23.9,EQ
72.3,-6.9,EQ
145.9,-4.4,EQ
145.9,-4.3,EQ
154.9,-6.3,EQ
152.2,-4.2,EQ
146.4,43.3,EQ
127.9,-3.3,EQ
45.5,43.1,EQ
-174.1,-21.9,EQ
-71.6,-30.6,EQ
45.6,43.1,EQ
-70.8,-26.7,EQ
176.3,-38.9,EQ
123.8,8.1,EQ
168.3,-17.0,EQ
145.8,-4.3,EQ
160.5,50.9,EQ
139.3,28.7,EQ
168.0,-16.9,EQ
129.9,-6.7,EQ
94.7,24.5,EQ
-179.0,-29.2,EQ
138.9,29.4,EQ
125.8,4.5,EQ
-174.9,-16.0,EQ
120.8,-11.7,EQ
158.1,51.7,EQ
142.8,42.6,EQ
-176.6,-18.8,EQ
79.0,50.1,EQ
70.7,36.7,EQ
139.2,40.5,EQ
177.2,-38.3,EQ
148.7,-6.2,EQ
-27.0,-55.7,EQ
120.5,19.3,EQ
154.6,-6.6,EQ
-29.5,40.7,EQ
105.5,-6.8,EQ
107.0,-7.6,EQ
72.2,-6.9,EQ
151.3,-5.2,EQ
105.3,-5.9,EQ
-108.5,-26.7,EQ
-178.9,-22.1,EQ
135.5,38.4,EQ
143.1,22.3,EQ
126.0,3.7,EQ
-180.0,-23.4,EQ
71.1,40.8,EQ
129.2,-7.2,EQ
23.8,34.8,EQ
148.8,-6.2,EQ
118.4,5.2,EQ
134.4,-1.9,EQ
-178.1,-20.1,EQ
-177.2,-19.9,EQ
79.6,34.2,EQ
105.3,-6.6,EQ
-43.9,28.4,EQ
140.5,10.9,EQ
145.5,42.9,EQ
129.9,-6.7,EQ
169.9,-20.6,EQ
129.7,-7.2,EQ
125.3,23.8,EQ
122.6,3.4,EQ
120.2,-7.3,EQ
121.2,19.3,EQ
-177.2,-21.8,EQ
128.2,25.4,EQ
-64.9,19.5,EQ
63.4,40.3,EQ
63.4,40.2,EQ
63.4,40.3,EQ
135.8,32.8,EQ
63.2,40.2,EQ
121.7,0.4,EQ
169.3,-20.1,EQ
-42.3,10.8,EQ
15.2,39.4,EQ
155.4,49.2,EQ
77.9,-44.0,EQ
-173.7,-19.2,EQ
-179.4,-22.9,EQ
167.2,-17.2,EQ
178.4,-16.3,EQ
93.6,12.9,EQ
-172.2,-15.2,EQ
71.2,36.6,EQ
78.9,30.0,EQ
-154.2,59.0,EQ
-173.7,-15.2,EQ
148.2,44.1,EQ
148.7,43.8,EQ
148.6,44.1,EQ
133.9,-5.6,EQ
149.0,44.1,EQ
148.8,43.8,EQ
-168.5,52.3,EQ
-92.9,15.1,EQ
148.2,44.2,EQ
-168.5,52.4,EQ
141.5,37.3,EQ
-177.9,-20.4,EQ
160.0,50.5,EQ
163.0,56.0,EQ
-114.8,-26.6,EQ
-176.4,-28.9,EQ
149.2,43.8,EQ
145.5,-3.6,EQ
129.9,-6.9,EQ
-169.7,52.0,EQ
-179.3,-21.7,EQ
155.6,-7.2,EQ
145.8,-4.6,EQ
-115.4,-23.8,EQ
145.8,43.2,EQ
146.1,-4.7,EQ
145.8,-4.4,EQ
122.6,24.1,EQ
-67.6,-26.6,EQ
33.6,34.8,EQ
149.6,44.8,EQ
79.0,49.9,EQ
138.5,-1.8,EQ
148.7,43.9,EQ
123.3,0.0,EQ
149.1,43.7,EQ
148.9,43.8,EQ
150.5,45.2,EQ
-59.6,17.4,EQ
102.5,-4.0,EQ
147.0,-5.5,EQ
-61.9,-63.0,EQ
134.5,-3.3,EQ
-177.2,-19.8,EQ
145.6,-4.7,EQ
102.7,-4.7,EQ
-66.8,-24.2,EQ
156.6,-7.9,EQ
145.7,-4.6,EQ
124.8,-5.7,EQ
-180.0,-23.6,EQ
167.8,-17.6,EQ
156.0,49.7,EQ
68.7,29.8,EQ
141.1,36.4,EQ
149.6,44.7,EQ
141.1,46.3,EQ
149.6,44.8,EQ
141.5,-2.9,EQ
167.2,-14.3,EQ
140.7,35.6,EQ
-73.1,-16.0,EQ
146.4,-55.6,EQ
146.6,-55.6,EQ
-71.2,-29.1,EQ
127.0,1.5,EQ
-179.3,-21.4,EQ
145.9,-55.3,EQ
-64.9,19.4,EQ
72.4,-6.9,EQ
166.7,-15.0,EQ
128.2,-6.5,EQ
149.4,-6.1,EQ
-175.7,-21.0,EQ
138.5,35.1,EQ
121.4,18.3,EQ
147.1,-55.5,EQ
138.8,11.0,EQ
168.8,-18.9,EQ
110.6,-10.5,EQ
163.0,56.0,EQ
166.0,-11.8,EQ
166.1,-11.8,EQ
165.9,-11.9,EQ
128.3,-7.4,EQ
141.1,36.4,EQ
147.0,-5.7,EQ
-71.9,-15.7,EQ
132.2,-7.0,EQ
-82.9,8.5,EQ
39.7,11.4,EQ
168.2,-17.7,EQ
125.5,5.1,EQ
-25.6,-57.9,EQ
94.7,5.7,EQ
123.1,9.0,EQ
128.4,-7.4,EQ
-141.2,60.5,EQ
177.6,-38.2,EQ
-112.1,-24.9,EQ
95.1,11.7,EQ
95.0,11.8,EQ
67.1,-27.0,EQ
146.9,43.3,EQ
125.9,11.6,EQ
150.4,-8.1,EQ
148.3,-5.6,EQ
167.0,-14.8,EQ
87.6,16.3,EQ
126.6,2.5,EQ
78.2,49.7,EQ
82.3,31.7,EQ
131.1,42.9,EQ
-77.8,-3.7,EQ
67.8,29.9,EQ
125.1,-2.4,EQ
-82.3,6.8,EQ
126.8,-6.7,EQ
166.8,-12.0,EQ
166.7,-15.1,EQ
122.4,24.9,EQ
-26.8,-59.7,EQ
-174.4,-15.9,EQ
-169.8,52.0,EQ
27.0,-27.9,EQ
140.2,-50.5,EQ
-152.1,60.8,EQ
106.1,-7.0,EQ
70.9,36.4,EQ
142.9,40.2,EQ
-71.8,-31.8,EQ
122.5,24.9,EQ
128.6,-7.6,EQ
148.7,50.1,EQ
126.0,5.5,EQ
155.8,47.5,EQ
-72.0,-31.8,EQ
147.7,44.0,EQ
-173.0,-15.7,EQ
56.4,-33.9,EQ
69.4,36.4,EQ
69.3,36.3,EQ
-179.4,-21.9,EQ
-19.9,-0.5,EQ
126.5,9.1,EQ
130.7,-3.1,EQ
151.2,44.4,EQ
70.8,36.4,EQ
146.7,47.5,EQ
99.1,22.0,EQ
99.4,22.0,EQ
151.5,-5.0,EQ
138.4,30.9,EQ
-71.7,6.7,EQ
-67.1,-24.5,EQ
-121.7,37.3,EQ
78.9,50.0,EQ
-177.2,-17.3,EQ
150.9,-3.5,EQ
-70.8,-17.9,EQ
-174.9,-23.7,EQ
-63.0,-28.6,EQ
71.5,-6.8,EQ
106.2,-7.1,EQ
123.0,-0.1,EQ
70.2,-5.3,EQ
161.3,-10.6,EQ
-16.6,-59.0,EQ
154.4,-7.0,EQ
-76.1,-45.4,EQ
-169.8,51.9,EQ
-172.4,-14.4,EQ
-78.1,-1.8,EQ
12.6,43.3,EQ
125.8,11.5,EQ
-175.7,-19.7,EQ
167.2,-18.1,EQ
161.1,-10.2,EQ
141.4,37.5,EQ
146.1,-4.5,EQ
122.5,17.2,EQ
-116.0,37.1,EQ
130.3,-6.5,EQ
127.1,2.7,EQ
-178.9,-33.1,EQ
154.5,-5.6,EQ
152.1,-4.3,EQ
126.9,2.6,EQ
111.3,-8.6,EQ
127.0,2.7,EQ
146.6,-55.5,EQ
127.0,2.7,EQ
7.4,73.5,EQ
152.6,-6.5,EQ
174.4,-16.9,EQ
-65.3,-57.8,EQ
-78.0,-12.6,EQ
138.7,-1.1,EQ
160.4,53.1,EQ
25.6,38.8,EQ
127.5,-8.6,EQ
93.5,24.3,EQ
-176.8,51.7,EQ
-66.9,-27.9,EQ
-38.5,33.8,EQ
13.9,41.8,EQ
-177.7,-30.3,EQ
-173.4,-20.2,EQ
68.0,-8.6,EQ
164.5,56.1,EQ
167.2,-15.2,EQ
-70.3,-34.2,EQ
-98.9,-36.3,EQ
-177.8,-30.5,EQ
-94.6,15.3,EQ
-70.1,-21.4,EQ
120.8,18.7,EQ
-173.5,-19.4,EQ
14.0,41.8,EQ
72.8,31.5,EQ
119.9,14.9,EQ
-26.7,-59.9,EQ
120.6,13.9,EQ
-139.0,-21.9,EQ
-176.7,-27.1,EQ
127.1,2.3,EQ
17.7,43.0,EQ
-179.4,-33.3,EQ
104.0,-5.9,EQ
128.8,7.2,EQ
-80.8,-3.9,EQ
-12.1,-2.5,EQ
177.8,-15.3,EQ
128.1,2.5,EQ
-72.2,-30.0,EQ
-104.9,-4.4,EQ
-86.7,11.7,EQ
119.9,0.8,EQ
127.1,8.9,EQ
-67.2,-27.4,EQ
3.1,79.8,EQ
166.6,-14.1,EQ
166.5,-14.1,EQ
52.4,-36.4,EQ
-76.7,6.9,EQ
161.4,-10.1,EQ
81.9,29.6,EQ
168.1,-17.7,EQ
-102.1,-5.2,EQ
-86.6,11.7,EQ
149.6,-5.8,EQ
124.1,0.0,EQ
133.0,-0.5,EQ
126.1,0.3,EQ
113.3,-67.6,EQ
66.2,-13.7,EQ
127.0,2.7,EQ
164.9,-10.8,EQ
179.4,-22.5,EQ
167.5,-15.4,EQ
126.9,2.7,EQ
-177.8,-30.8,EQ
91.6,23.7,EQ
121.6,32.6,EQ
121.5,32.7,EQ
139.8,27.4,EQ
127.0,2.7,EQ
154.4,-5.7,EQ
135.2,-3.3,EQ
126.3,3.9,EQ
22.5,35.9,EQ
94.4,15.7,EQ
161.1,-52.0,EQ
51.7,14.0,EQ
-167.3,-15.8,EQ
-178.2,-30.7,EQ
-177.8,-30.4,EQ
-75.2,-42.6,EQ
-26.9,-60.1,EQ
-135.7,-55.0,EQ
-135.4,-54.9,EQ
79.1,50.0,EQ
39.0,-43.3,EQ
38.9,-43.5,EQ
-136.3,-54.1,EQ
39.1,-44.1,EQ
164.2,-10.9,EQ
164.1,-10.9,EQ
147.8,-6.2,EQ
128.5,28.8,EQ
-27.8,-55.9,EQ
125.4,0.4,EQ
97.1,3.6,EQ
72.2,-6.9,EQ
128.0,2.2,EQ
136.3,-1.7,EQ
-173.7,-21.2,EQ
-106.0,44.2,EQ
136.3,-1.7,EQ
134.6,34.9,EQ
39.0,-43.9,EQ
151.6,-4.8,EQ
178.7,51.2,EQ
166.1,-12.3,EQ
118.8,-11.3,EQ
125.0,1.7,EQ
-116.0,37.1,EQ
170.9,53.0,EQ
159.3,53.7,EQ
-11.5,-5.2,EQ
147.8,43.6,EQ
50.5,32.0,EQ
72.1,-6.8,EQ
-178.7,-32.7,EQ
71.3,37.1,EQ
-174.2,-20.8,EQ
161.4,-10.3,EQ
-75.7,-45.3,EQ
-76.8,-7.8,EQ
171.9,-22.6,EQ
-178.4,-32.9,EQ
102.8,-4.4,EQ
153.5,-5.5,EQ
-98.2,18.3,EQ
126.5,9.7,EQ
-171.0,52.1,EQ
150.8,51.2,EQ
124.7,13.3,EQ
124.8,-8.4,EQ
-157.3,56.9,EQ
-76.7,-7.8,EQ
143.6,-3.5,EQ
162.3,-11.0,EQ
-76.7,-7.8,EQ
-70.8,-35.6,EQ
125.8,-4.8,EQ
-66.8,-24.1,EQ
161.2,-10.3,EQ
31.7,-48.3,EQ
127.3,1.5,EQ
151.7,-6.0,EQ
151.7,-6.0,EQ
104.2,-5.8,EQ
104.1,-5.9,EQ
136.4,-2.8,EQ
114.2,-9.8,EQ
-157.8,20.1,EQ
148.0,-7.1,EQ
120.7,-8.5,EQ
-178.8,-25.1,EQ
-175.0,-15.9,EQ
-71.2,-30.7,EQ
143.7,23.3,EQ
-87.7,13.3,EQ
114.1,-9.3,EQ
66.0,-13.8,EQ
143.7,23.4,EQ
128.5,26.0,EQ
-165.2,53.6,EQ
141.6,30.6,EQ
140.0,31.4,EQ
140.2,31.5,EQ
129.8,-6.9,EQ
94.9,4.4,EQ
130.9,-3.4,EQ
-69.7,10.0,EQ
96.5,36.9,EQ
-111.7,-68.5,EQ
-178.6,52.3,EQ
125.6,11.9,EQ
130.8,-3.5,EQ
-174.9,-18.0,EQ
-174.8,-15.8,EQ
126.9,2.8,EQ
166.3,-13.7,EQ
70.6,34.7,EQ
-139.0,-21.9,EQ
25.7,38.9,EQ
-173.4,51.7,EQ
-173.3,51.6,EQ
99.9,-1.1,EQ
-72.5,-15.7,EQ
151.9,-4.5,EQ
159.5,52.9,EQ
-43.4,28.9,EQ
134.0,-1.4,EQ
-87.7,12.6,EQ
155.9,49.8,EQ
125.7,11.8,EQ
125.8,11.9,EQ
125.8,11.9,EQ
125.7,11.9,EQ
129.9,-6.5,EQ
-67.0,-24.1,EQ
153.0,-4.6,EQ
99.8,-1.0,EQ
-71.2,-30.8,EQ
151.7,-5.1,EQ
23.2,35.4,EQ
150.4,-5.6,EQ
142.5,42.6,EQ
127.6,2.8,EQ
123.9,8.2,EQ
-15.8,-58.3,EQ
130.6,-6.9,EQ
63.6,-27.9,EQ
143.6,23.3,EQ
122.5,22.3,EQ
129.0,-4.0,EQ
-69.3,18.0,EQ
170.7,-43.5,EQ
-69.2,18.0,EQ
-130.4,51.2,EQ
125.7,12.1,EQ
118.8,-2.8,EQ
-178.8,-30.9,EQ
-69.2,18.0,EQ
127.3,-1.3,EQ
133.7,-3.5,EQ
145.2,-4.8,EQ
142.0,41.5,EQ
-14.9,70.6,EQ
127.7,2.6,EQ
102.9,-5.3,EQ
120.0,-11.6,EQ
119.7,-11.7,EQ
120.0,-11.5,EQ
-114.1,29.9,EQ
177.3,-18.4,EQ
151.8,-9.6,EQ
127.7,26.6,EQ
126.6,2.9,EQ
126.6,2.9,EQ
-173.3,-20.9,EQ
171.0,-14.2,EQ
169.2,-12.9,EQ
139.8,36.1,EQ
139.8,36.2,EQ
122.8,23.9,EQ
-129.2,-55.3,EQ
132.1,30.3,EQ
132.1,30.4,EQ
-174.3,-19.5,EQ
70.9,36.5,EQ
169.1,-19.2,EQ
-175.1,-15.3,EQ
34.6,25.3,EQ
-98.4,16.8,EQ
158.9,-54.9,EQ
69.5,36.3,EQ
-178.8,-17.7,EQ
-178.9,-17.7,EQ
167.2,-14.2,EQ
121.1,-7.2,EQ
161.7,55.6,EQ
-179.4,-24.8,EQ
140.3,-2.6,EQ
166.6,-12.9,EQ
119.1,-9.9,EQ
154.4,-6.1,EQ
154.5,-6.1,EQ
-178.6,-18.0,EQ
94.7,11.3,EQ
94.7,11.3,EQ
94.7,11.1,EQ
66.4,25.6,EQ
-180.0,-23.6,EQ
-27.4,-56.1,EQ
118.8,-11.4,EQ
98.9,1.0,EQ
94.4,11.8,EQ
152.3,-4.8,EQ
94.7,11.1,EQ
94.7,11.0,EQ
145.9,13.3,EQ
94.7,10.9,EQ
94.7,11.2,EQ
94.6,11.0,EQ
94.8,10.8,EQ
94.6,10.9,EQ
94.8,10.9,EQ
94.9,10.9,EQ
70.1,-25.3,EQ
123.3,-3.4,EQ
21.8,40.7,EQ
111.3,-5.8,EQ
94.6,10.9,EQ
154.8,-6.3,EQ
123.7,-9.4,EQ
94.9,10.8,EQ
94.6,10.9,EQ
138.9,11.5,EQ
144.4,36.6,EQ
126.5,5.5,EQ
-178.2,-21.4,EQ
94.6,11.0,EQ
94.6,11.0,EQ
-76.9,3.8,EQ
126.6,1.3,EQ
161.4,-10.5,EQ
126.0,-7.3,EQ
127.6,-10.4,EQ
79.0,49.9,EQ
-177.6,-30.0,EQ
-99.6,17.5,EQ
171.8,52.5,EQ
-85.2,1.3,EQ
94.8,10.8,EQ
-88.1,12.7,EQ
94.8,10.8,EQ
-168.2,52.4,EQ
111.5,-8.6,EQ
127.0,5.8,EQ
-129.0,-55.5,EQ
-129.5,-55.1,EQ
155.0,49.2,EQ
-176.9,-16.9,EQ
168.2,-18.5,EQ
128.4,-7.4,EQ
-173.8,-19.5,EQ
94.8,10.9,EQ
-27.4,-56.4,EQ
117.7,-9.4,EQ
-179.7,-23.9,EQ
173.5,52.0,EQ
175.7,-38.3,EQ
-12.8,-7.0,EQ
-4.2,52.9,EQ
94.7,10.9,EQ
161.4,-10.3,EQ
129.5,28.1,EQ
-178.4,-20.9,EQ
94.8,10.9,EQ
-172.5,-16.1,EQ
151.4,-5.2,EQ
106.2,-8.2,EQ
-172.5,-16.5,EQ
53.2,51.4,EQ
53.3,51.4,EQ
53.3,51.4,EQ
126.5,4.9,EQ
74.4,-28.2,EQ
144.0,12.3,EQ
-10.8,-22.5,EQ
157.0,50.8,EQ
94.7,10.9,EQ
-177.8,-29.6,EQ
-179.6,-30.4,EQ
155.0,-6.6,EQ
147.2,-5.5,EQ
155.9,49.6,EQ
126.4,1.4,EQ
166.2,-11.5,EQ
139.5,-2.9,EQ
124.1,-7.2,EQ
-70.5,-25.7,EQ
-74.7,-8.4,EQ
-64.3,-23.0,EQ
-26.7,-55.6,EQ
167.7,-16.7,EQ
-116.4,37.3,EQ
126.4,1.2,EQ
126.5,1.2,EQ
127.3,-0.3,EQ
126.6,1.3,EQ
-176.0,-20.3,EQ
-179.8,-24.0,EQ
-160.1,55.0,EQ
139.0,11.7,EQ
140.0,36.2,EQ
